System,Experiment,Shot ID,Sustainment Setpoint (kV),Graph (20913)
Pi 3,"pi3b (Pi3 spherical build)","9235","","1"
Pi 3,"pi3b (Pi3 spherical build)","9236","","1"
Pi 3,"pi3b (Pi3 spherical build)","9237","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9238","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9239","","1"
Pi 3,"pi3b (Pi3 spherical build)","9240","","1"
Pi 3,"pi3b (Pi3 spherical build)","9241","","1"
Pi 3,"pi3b (Pi3 spherical build)","9242","","1"
Pi 3,"pi3b (Pi3 spherical build)","9243","","1"
Pi 3,"pi3b (Pi3 spherical build)","9244","","1"
Pi 3,"pi3b (Pi3 spherical build)","9245","","1"
Pi 3,"pi3b (Pi3 spherical build)","9246","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9247","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9248","","1"
Pi 3,"pi3b (Pi3 spherical build)","9249","","1"
Pi 3,"pi3b (Pi3 spherical build)","9250","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9251","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9252","","1"
Pi 3,"pi3b (Pi3 spherical build)","9253","","1"
Pi 3,"pi3b (Pi3 spherical build)","9254","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9255","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9256","","1"
Pi 3,"pi3b (Pi3 spherical build)","9257","","1"
Pi 3,"pi3b (Pi3 spherical build)","9258","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9259","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9260","","1"
Pi 3,"pi3b (Pi3 spherical build)","9261","","1"
Pi 3,"pi3b (Pi3 spherical build)","9262","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9263","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9264","","1"
Pi 3,"pi3b (Pi3 spherical build)","9265","","1"
Pi 3,"pi3b (Pi3 spherical build)","9266","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9267","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9268","","1"
Pi 3,"pi3b (Pi3 spherical build)","9269","","1"
Pi 3,"pi3b (Pi3 spherical build)","9270","","1"
Pi 3,"pi3b (Pi3 spherical build)","9271","","1"
Pi 3,"pi3b (Pi3 spherical build)","9272","","1"
Pi 3,"pi3b (Pi3 spherical build)","9273","","1"
Pi 3,"pi3b (Pi3 spherical build)","9274","","1"
Pi 3,"pi3b (Pi3 spherical build)","9275","","1"
Pi 3,"pi3b (Pi3 spherical build)","9276","","1"
Pi 3,"pi3b (Pi3 spherical build)","9277","","1"
Pi 3,"pi3b (Pi3 spherical build)","9278","","1"
Pi 3,"pi3b (Pi3 spherical build)","9279","","1"
Pi 3,"pi3b (Pi3 spherical build)","9280","","1"
Pi 3,"pi3b (Pi3 spherical build)","9281","","1"
Pi 3,"pi3b (Pi3 spherical build)","9282","","1"
Pi 3,"pi3b (Pi3 spherical build)","9283","","1"
Pi 3,"pi3b (Pi3 spherical build)","9284","","1"
Pi 3,"pi3b (Pi3 spherical build)","9285","","1"
Pi 3,"pi3b (Pi3 spherical build)","9286","","1"
Pi 3,"pi3b (Pi3 spherical build)","9287","","1"
Pi 3,"pi3b (Pi3 spherical build)","9288","","1"
Pi 3,"pi3b (Pi3 spherical build)","9289","","1"
Pi 3,"pi3b (Pi3 spherical build)","9290","","1"
Pi 3,"pi3b (Pi3 spherical build)","9291","","1"
Pi 3,"pi3b (Pi3 spherical build)","9292","","1"
Pi 3,"pi3b (Pi3 spherical build)","9293","","1"
Pi 3,"pi3b (Pi3 spherical build)","9295","","1"
Pi 3,"pi3b (Pi3 spherical build)","9296","","1"
Pi 3,"pi3b (Pi3 spherical build)","9297","","1"
Pi 3,"pi3b (Pi3 spherical build)","9298","","1"
Pi 3,"pi3b (Pi3 spherical build)","9299","","1"
Pi 3,"pi3b (Pi3 spherical build)","9300","","1"
Pi 3,"pi3b (Pi3 spherical build)","9301","","1"
Pi 3,"pi3b (Pi3 spherical build)","9302","","1"
Pi 3,"pi3b (Pi3 spherical build)","9303","","1"
Pi 3,"pi3b (Pi3 spherical build)","9304","","1"
Pi 3,"pi3b (Pi3 spherical build)","9305","","1"
Pi 3,"pi3b (Pi3 spherical build)","9306","","1"
Pi 3,"pi3b (Pi3 spherical build)","9307","","1"
Pi 3,"pi3b (Pi3 spherical build)","9308","","1"
Pi 3,"pi3b (Pi3 spherical build)","9309","","1"
Pi 3,"pi3b (Pi3 spherical build)","9310","","1"
Pi 3,"pi3b (Pi3 spherical build)","9311","","1"
Pi 3,"pi3b (Pi3 spherical build)","9312","","1"
Pi 3,"pi3b (Pi3 spherical build)","9313","","1"
Pi 3,"pi3b (Pi3 spherical build)","9314","","1"
Pi 3,"pi3b (Pi3 spherical build)","9315","","1"
Pi 3,"pi3b (Pi3 spherical build)","9316","","1"
Pi 3,"pi3b (Pi3 spherical build)","9317","","1"
Pi 3,"pi3b (Pi3 spherical build)","9318","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9319","","1"
Pi 3,"pi3b (Pi3 spherical build)","9320","","1"
Pi 3,"pi3b (Pi3 spherical build)","9321","","1"
Pi 3,"pi3b (Pi3 spherical build)","9322","","1"
Pi 3,"pi3b (Pi3 spherical build)","9323","","1"
Pi 3,"pi3b (Pi3 spherical build)","9324","","1"
Pi 3,"pi3b (Pi3 spherical build)","9325","","1"
Pi 3,"pi3b (Pi3 spherical build)","9326","","1"
Pi 3,"pi3b (Pi3 spherical build)","9327","","1"
Pi 3,"pi3b (Pi3 spherical build)","9328","","1"
Pi 3,"pi3b (Pi3 spherical build)","9329","","1"
Pi 3,"pi3b (Pi3 spherical build)","9330","","1"
Pi 3,"pi3b (Pi3 spherical build)","9331","","1"
Pi 3,"pi3b (Pi3 spherical build)","9332","","1"
Pi 3,"pi3b (Pi3 spherical build)","9333","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9334","","1"
Pi 3,"pi3b (Pi3 spherical build)","9335","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9336","","1"
Pi 3,"pi3b (Pi3 spherical build)","9337","","1"
Pi 3,"pi3b (Pi3 spherical build)","9338","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9339","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9340","","1"
Pi 3,"pi3b (Pi3 spherical build)","9341","","1"
Pi 3,"pi3b (Pi3 spherical build)","9342","","1"
Pi 3,"pi3b (Pi3 spherical build)","9343","","1"
Pi 3,"pi3b (Pi3 spherical build)","9344","","1"
Pi 3,"pi3b (Pi3 spherical build)","9345","","1"
Pi 3,"pi3b (Pi3 spherical build)","9346","","1"
Pi 3,"pi3b (Pi3 spherical build)","9347","","1"
Pi 3,"pi3b (Pi3 spherical build)","9348","","1"
Pi 3,"pi3b (Pi3 spherical build)","9349","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9350","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9351","","1"
Pi 3,"pi3b (Pi3 spherical build)","9352","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9353","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9354","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9355","","1"
Pi 3,"pi3b (Pi3 spherical build)","9356","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9357","","1"
Pi 3,"pi3b (Pi3 spherical build)","9358","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9359","","1"
Pi 3,"pi3b (Pi3 spherical build)","9360","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9361","","1"
Pi 3,"pi3b (Pi3 spherical build)","9362","","1"
Pi 3,"pi3b (Pi3 spherical build)","9363","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9364","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9365","","1"
Pi 3,"pi3b (Pi3 spherical build)","9366","","1"
Pi 3,"pi3b (Pi3 spherical build)","9367","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9368","","1"
Pi 3,"pi3b (Pi3 spherical build)","9369","","1"
Pi 3,"pi3b (Pi3 spherical build)","9370","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9371","","1"
Pi 3,"pi3b (Pi3 spherical build)","9372","","1"
Pi 3,"pi3b (Pi3 spherical build)","9373","","1"
Pi 3,"pi3b (Pi3 spherical build)","9374","","1"
Pi 3,"pi3b (Pi3 spherical build)","9375","","1"
Pi 3,"pi3b (Pi3 spherical build)","9376","","1"
Pi 3,"pi3b (Pi3 spherical build)","9377","","1"
Pi 3,"pi3b (Pi3 spherical build)","9378","","1"
Pi 3,"pi3b (Pi3 spherical build)","9379","","1"
Pi 3,"pi3b (Pi3 spherical build)","9380","","1"
Pi 3,"pi3b (Pi3 spherical build)","9381","","1"
Pi 3,"pi3b (Pi3 spherical build)","9382","","1"
Pi 3,"pi3b (Pi3 spherical build)","9383","","1"
Pi 3,"pi3b (Pi3 spherical build)","9384","","1"
Pi 3,"pi3b (Pi3 spherical build)","9385","","1"
Pi 3,"pi3b (Pi3 spherical build)","9386","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9387","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9388","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9389","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9390","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9391","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9392","","1"
Pi 3,"pi3b (Pi3 spherical build)","9393","","1"
Pi 3,"pi3b (Pi3 spherical build)","9394","","1"
Pi 3,"pi3b (Pi3 spherical build)","9395","","1"
Pi 3,"pi3b (Pi3 spherical build)","9396","","1"
Pi 3,"pi3b (Pi3 spherical build)","9397","","1"
Pi 3,"pi3b (Pi3 spherical build)","9398","","1"
Pi 3,"pi3b (Pi3 spherical build)","9399","","1"
Pi 3,"pi3b (Pi3 spherical build)","9400","","1"
Pi 3,"pi3b (Pi3 spherical build)","9401","","1"
Pi 3,"pi3b (Pi3 spherical build)","9402","","1"
Pi 3,"pi3b (Pi3 spherical build)","9403","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9404","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9405","","1"
Pi 3,"pi3b (Pi3 spherical build)","9406","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9407","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9408","","1"
Pi 3,"pi3b (Pi3 spherical build)","9409","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9410","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9411","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9412","","1"
Pi 3,"pi3b (Pi3 spherical build)","9413","","1"
Pi 3,"pi3b (Pi3 spherical build)","9414","","1"
Pi 3,"pi3b (Pi3 spherical build)","9415","","1"
Pi 3,"pi3b (Pi3 spherical build)","9416","","1"
Pi 3,"pi3b (Pi3 spherical build)","9417","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9418","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9419","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9420","","1"
Pi 3,"pi3b (Pi3 spherical build)","9421","","1"
Pi 3,"pi3b (Pi3 spherical build)","9422","","1"
Pi 3,"pi3b (Pi3 spherical build)","9423","","1"
Pi 3,"pi3b (Pi3 spherical build)","9424","","1"
Pi 3,"pi3b (Pi3 spherical build)","9425","","1"
Pi 3,"pi3b (Pi3 spherical build)","9426","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9427","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9429","","1"
Pi 3,"pi3b (Pi3 spherical build)","9430","","1"
Pi 3,"pi3b (Pi3 spherical build)","9431","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9432","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9433","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9434","","1"
Pi 3,"pi3b (Pi3 spherical build)","9435","","1"
Pi 3,"pi3b (Pi3 spherical build)","9436","","1"
Pi 3,"pi3b (Pi3 spherical build)","9437","","1"
Pi 3,"pi3b (Pi3 spherical build)","9439","","1"
Pi 3,"pi3b (Pi3 spherical build)","9440","","1"
Pi 3,"pi3b (Pi3 spherical build)","9441","","1"
Pi 3,"pi3b (Pi3 spherical build)","9442","","1"
Pi 3,"pi3b (Pi3 spherical build)","9443","","1"
Pi 3,"pi3b (Pi3 spherical build)","9444","","1"
Pi 3,"pi3b (Pi3 spherical build)","9445","","1"
Pi 3,"pi3b (Pi3 spherical build)","9446","","1"
Pi 3,"pi3b (Pi3 spherical build)","9447","","1"
Pi 3,"pi3b (Pi3 spherical build)","9448","","1"
Pi 3,"pi3b (Pi3 spherical build)","9449","","1"
Pi 3,"pi3b (Pi3 spherical build)","9450","","1"
Pi 3,"pi3b (Pi3 spherical build)","9451","","1"
Pi 3,"pi3b (Pi3 spherical build)","9452","","1"
Pi 3,"pi3b (Pi3 spherical build)","9453","","1"
Pi 3,"pi3b (Pi3 spherical build)","9454","","1"
Pi 3,"pi3b (Pi3 spherical build)","9455","","1"
Pi 3,"pi3b (Pi3 spherical build)","9456","","1"
Pi 3,"pi3b (Pi3 spherical build)","9457","","1"
Pi 3,"pi3b (Pi3 spherical build)","9458","","1"
Pi 3,"pi3b (Pi3 spherical build)","9459","","1"
Pi 3,"pi3b (Pi3 spherical build)","9460","","1"
Pi 3,"pi3b (Pi3 spherical build)","9461","","1"
Pi 3,"pi3b (Pi3 spherical build)","9462","","1"
Pi 3,"pi3b (Pi3 spherical build)","9463","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9464","","1"
Pi 3,"pi3b (Pi3 spherical build)","9465","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9466","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9467","","1"
Pi 3,"pi3b (Pi3 spherical build)","9468","","1"
Pi 3,"pi3b (Pi3 spherical build)","9469","","1"
Pi 3,"pi3b (Pi3 spherical build)","9470","","1"
Pi 3,"pi3b (Pi3 spherical build)","9471","","1"
Pi 3,"pi3b (Pi3 spherical build)","9472","","1"
Pi 3,"pi3b (Pi3 spherical build)","9473","","1"
Pi 3,"pi3b (Pi3 spherical build)","9474","","1"
Pi 3,"pi3b (Pi3 spherical build)","9475","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9476","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9477","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9478","","1"
Pi 3,"pi3b (Pi3 spherical build)","9479","","1"
Pi 3,"pi3b (Pi3 spherical build)","9480","","1"
Pi 3,"pi3b (Pi3 spherical build)","9481","","1"
Pi 3,"pi3b (Pi3 spherical build)","9482","","1"
Pi 3,"pi3b (Pi3 spherical build)","9483","","1"
Pi 3,"pi3b (Pi3 spherical build)","9484","","1"
Pi 3,"pi3b (Pi3 spherical build)","9485","","1"
Pi 3,"pi3b (Pi3 spherical build)","9486","","1"
Pi 3,"pi3b (Pi3 spherical build)","9487","","1"
Pi 3,"pi3b (Pi3 spherical build)","9488","","1"
Pi 3,"pi3b (Pi3 spherical build)","9489","","1"
Pi 3,"pi3b (Pi3 spherical build)","9490","","1"
Pi 3,"pi3b (Pi3 spherical build)","9491","","1"
Pi 3,"pi3b (Pi3 spherical build)","9492","","1"
Pi 3,"pi3b (Pi3 spherical build)","9493","","1"
Pi 3,"pi3b (Pi3 spherical build)","9494","","1"
Pi 3,"pi3b (Pi3 spherical build)","9495","","1"
Pi 3,"pi3b (Pi3 spherical build)","9496","","1"
Pi 3,"pi3b (Pi3 spherical build)","9497","","1"
Pi 3,"pi3b (Pi3 spherical build)","9498","","1"
Pi 3,"pi3b (Pi3 spherical build)","9500","","1"
Pi 3,"pi3b (Pi3 spherical build)","9501","","1"
Pi 3,"pi3b (Pi3 spherical build)","9502","","1"
Pi 3,"pi3b (Pi3 spherical build)","9503","","1"
Pi 3,"pi3b (Pi3 spherical build)","9504","","1"
Pi 3,"pi3b (Pi3 spherical build)","9505","","1"
Pi 3,"pi3b (Pi3 spherical build)","9506","","1"
Pi 3,"pi3b (Pi3 spherical build)","9507","","1"
Pi 3,"pi3b (Pi3 spherical build)","9508","","1"
Pi 3,"pi3b (Pi3 spherical build)","9509","","1"
Pi 3,"pi3b (Pi3 spherical build)","9510","","1"
Pi 3,"pi3b (Pi3 spherical build)","9511","","1"
Pi 3,"pi3b (Pi3 spherical build)","9512","","1"
Pi 3,"pi3b (Pi3 spherical build)","9513","","1"
Pi 3,"pi3b (Pi3 spherical build)","9514","","1"
Pi 3,"pi3b (Pi3 spherical build)","9515","","1"
Pi 3,"pi3b (Pi3 spherical build)","9516","","1"
Pi 3,"pi3b (Pi3 spherical build)","9517","","1"
Pi 3,"pi3b (Pi3 spherical build)","9518","","1"
Pi 3,"pi3b (Pi3 spherical build)","9519","","1"
Pi 3,"pi3b (Pi3 spherical build)","9520","","1"
Pi 3,"pi3b (Pi3 spherical build)","9521","","1"
Pi 3,"pi3b (Pi3 spherical build)","9522","","1"
Pi 3,"pi3b (Pi3 spherical build)","9523","","1"
Pi 3,"pi3b (Pi3 spherical build)","9524","","1"
Pi 3,"pi3b (Pi3 spherical build)","9525","","1"
Pi 3,"pi3b (Pi3 spherical build)","9526","","1"
Pi 3,"pi3b (Pi3 spherical build)","9527","","1"
Pi 3,"pi3b (Pi3 spherical build)","9528","","1"
Pi 3,"pi3b (Pi3 spherical build)","9529","","1"
Pi 3,"pi3b (Pi3 spherical build)","9530","","1"
Pi 3,"pi3b (Pi3 spherical build)","9531","","1"
Pi 3,"pi3b (Pi3 spherical build)","9532","","1"
Pi 3,"pi3b (Pi3 spherical build)","9533","","1"
Pi 3,"pi3b (Pi3 spherical build)","9534","","1"
Pi 3,"pi3b (Pi3 spherical build)","9535","","1"
Pi 3,"pi3b (Pi3 spherical build)","9536","","1"
Pi 3,"pi3b (Pi3 spherical build)","9537","","1"
Pi 3,"pi3b (Pi3 spherical build)","9538","","1"
Pi 3,"pi3b (Pi3 spherical build)","9539","","1"
Pi 3,"pi3b (Pi3 spherical build)","9540","","1"
Pi 3,"pi3b (Pi3 spherical build)","9541","","1"
Pi 3,"pi3b (Pi3 spherical build)","9542","","1"
Pi 3,"pi3b (Pi3 spherical build)","9543","","1"
Pi 3,"pi3b (Pi3 spherical build)","9544","","1"
Pi 3,"pi3b (Pi3 spherical build)","9546","","1"
Pi 3,"pi3b (Pi3 spherical build)","9547","","1"
Pi 3,"pi3b (Pi3 spherical build)","9548","","1"
Pi 3,"pi3b (Pi3 spherical build)","9549","","1"
Pi 3,"pi3b (Pi3 spherical build)","9550","","1"
Pi 3,"pi3b (Pi3 spherical build)","9551","","1"
Pi 3,"pi3b (Pi3 spherical build)","9552","","1"
Pi 3,"pi3b (Pi3 spherical build)","9553","","1"
Pi 3,"pi3b (Pi3 spherical build)","9554","","1"
Pi 3,"pi3b (Pi3 spherical build)","9555","","1"
Pi 3,"pi3b (Pi3 spherical build)","9556","","1"
Pi 3,"pi3b (Pi3 spherical build)","9557","","1"
Pi 3,"pi3b (Pi3 spherical build)","9558","4.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9559","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9560","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9561","","1"
Pi 3,"pi3b (Pi3 spherical build)","9562","","1"
Pi 3,"pi3b (Pi3 spherical build)","9563","4.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9564","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9565","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9566","","1"
Pi 3,"pi3b (Pi3 spherical build)","9567","","1"
Pi 3,"pi3b (Pi3 spherical build)","9568","","1"
Pi 3,"pi3b (Pi3 spherical build)","9569","","1"
Pi 3,"pi3b (Pi3 spherical build)","9570","4.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9571","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9572","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9573","","1"
Pi 3,"pi3b (Pi3 spherical build)","9574","","1"
Pi 3,"pi3b (Pi3 spherical build)","9575","","1"
Pi 3,"pi3b (Pi3 spherical build)","9576","","1"
Pi 3,"pi3b (Pi3 spherical build)","9577","","1"
Pi 3,"pi3b (Pi3 spherical build)","9578","","1"
Pi 3,"pi3b (Pi3 spherical build)","9579","","1"
Pi 3,"pi3b (Pi3 spherical build)","9580","","1"
Pi 3,"pi3b (Pi3 spherical build)","9581","","1"
Pi 3,"pi3b (Pi3 spherical build)","9582","","1"
Pi 3,"pi3b (Pi3 spherical build)","9583","","1"
Pi 3,"pi3b (Pi3 spherical build)","9584","","1"
Pi 3,"pi3b (Pi3 spherical build)","9585","","1"
Pi 3,"pi3b (Pi3 spherical build)","9586","","1"
Pi 3,"pi3b (Pi3 spherical build)","9587","","1"
Pi 3,"pi3b (Pi3 spherical build)","9588","","1"
Pi 3,"pi3b (Pi3 spherical build)","9589","","1"
Pi 3,"pi3b (Pi3 spherical build)","9590","","1"
Pi 3,"pi3b (Pi3 spherical build)","9591","","1"
Pi 3,"pi3b (Pi3 spherical build)","9592","","1"
Pi 3,"pi3b (Pi3 spherical build)","9593","","1"
Pi 3,"pi3b (Pi3 spherical build)","9594","","1"
Pi 3,"pi3b (Pi3 spherical build)","9595","","1"
Pi 3,"pi3b (Pi3 spherical build)","9596","","1"
Pi 3,"pi3b (Pi3 spherical build)","9597","","1"
Pi 3,"pi3b (Pi3 spherical build)","9598","","1"
Pi 3,"pi3b (Pi3 spherical build)","9599","","1"
Pi 3,"pi3b (Pi3 spherical build)","9600","","1"
Pi 3,"pi3b (Pi3 spherical build)","9601","","1"
Pi 3,"pi3b (Pi3 spherical build)","9602","","1"
Pi 3,"pi3b (Pi3 spherical build)","9603","","1"
Pi 3,"pi3b (Pi3 spherical build)","9604","","1"
Pi 3,"pi3b (Pi3 spherical build)","9605","","1"
Pi 3,"pi3b (Pi3 spherical build)","9606","","1"
Pi 3,"pi3b (Pi3 spherical build)","9607","","1"
Pi 3,"pi3b (Pi3 spherical build)","9608","","1"
Pi 3,"pi3b (Pi3 spherical build)","9609","","1"
Pi 3,"pi3b (Pi3 spherical build)","9610","","1"
Pi 3,"pi3b (Pi3 spherical build)","9611","","1"
Pi 3,"pi3b (Pi3 spherical build)","9612","","1"
Pi 3,"pi3b (Pi3 spherical build)","9613","","1"
Pi 3,"pi3b (Pi3 spherical build)","9614","","1"
Pi 3,"pi3b (Pi3 spherical build)","9615","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9616","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9617","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9618","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9619","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9620","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9621","","1"
Pi 3,"pi3b (Pi3 spherical build)","9622","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9623","","1"
Pi 3,"pi3b (Pi3 spherical build)","9624","","1"
Pi 3,"pi3b (Pi3 spherical build)","9625","","1"
Pi 3,"pi3b (Pi3 spherical build)","9626","","1"
Pi 3,"pi3b (Pi3 spherical build)","9627","","1"
Pi 3,"pi3b (Pi3 spherical build)","9628","","1"
Pi 3,"pi3b (Pi3 spherical build)","9629","","1"
Pi 3,"pi3b (Pi3 spherical build)","9630","","1"
Pi 3,"pi3b (Pi3 spherical build)","9631","","1"
Pi 3,"pi3b (Pi3 spherical build)","9632","","1"
Pi 3,"pi3b (Pi3 spherical build)","9633","","1"
Pi 3,"pi3b (Pi3 spherical build)","9634","","1"
Pi 3,"pi3b (Pi3 spherical build)","9635","","1"
Pi 3,"pi3b (Pi3 spherical build)","9636","","1"
Pi 3,"pi3b (Pi3 spherical build)","9637","","1"
Pi 3,"pi3b (Pi3 spherical build)","9638","","1"
Pi 3,"pi3b (Pi3 spherical build)","9639","","1"
Pi 3,"pi3b (Pi3 spherical build)","9640","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9641","","1"
Pi 3,"pi3b (Pi3 spherical build)","9642","","1"
Pi 3,"pi3b (Pi3 spherical build)","9643","","1"
Pi 3,"pi3b (Pi3 spherical build)","9644","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","9645","","1"
Pi 3,"pi3b (Pi3 spherical build)","9646","","1"
Pi 3,"pi3b (Pi3 spherical build)","9647","","1"
Pi 3,"pi3b (Pi3 spherical build)","9648","","1"
Pi 3,"pi3b (Pi3 spherical build)","9649","","1"
Pi 3,"pi3b (Pi3 spherical build)","9650","","1"
Pi 3,"pi3b (Pi3 spherical build)","9651","","1"
Pi 3,"pi3b (Pi3 spherical build)","9652","","1"
Pi 3,"pi3b (Pi3 spherical build)","9653","","1"
Pi 3,"pi3b (Pi3 spherical build)","9654","","1"
Pi 3,"pi3b (Pi3 spherical build)","9655","","1"
Pi 3,"pi3b (Pi3 spherical build)","9656","","1"
Pi 3,"pi3b (Pi3 spherical build)","9657","","1"
Pi 3,"pi3b (Pi3 spherical build)","9658","","1"
Pi 3,"pi3b (Pi3 spherical build)","9659","","1"
Pi 3,"pi3b (Pi3 spherical build)","9660","","1"
Pi 3,"pi3b (Pi3 spherical build)","9661","","1"
Pi 3,"pi3b (Pi3 spherical build)","9662","","1"
Pi 3,"pi3b (Pi3 spherical build)","9663","","1"
Pi 3,"pi3b (Pi3 spherical build)","9664","","1"
Pi 3,"pi3b (Pi3 spherical build)","9665","","1"
Pi 3,"pi3b (Pi3 spherical build)","9666","","1"
Pi 3,"pi3b (Pi3 spherical build)","9667","","1"
Pi 3,"pi3b (Pi3 spherical build)","9668","","1"
Pi 3,"pi3b (Pi3 spherical build)","9669","","1"
Pi 3,"pi3b (Pi3 spherical build)","9670","","1"
Pi 3,"pi3b (Pi3 spherical build)","9671","","1"
Pi 3,"pi3b (Pi3 spherical build)","9672","","1"
Pi 3,"pi3b (Pi3 spherical build)","9673","","1"
Pi 3,"pi3b (Pi3 spherical build)","9674","","1"
Pi 3,"pi3b (Pi3 spherical build)","9675","","1"
Pi 3,"pi3b (Pi3 spherical build)","9676","","1"
Pi 3,"pi3b (Pi3 spherical build)","9677","","1"
Pi 3,"pi3b (Pi3 spherical build)","9678","","1"
Pi 3,"pi3b (Pi3 spherical build)","9679","","1"
Pi 3,"pi3b (Pi3 spherical build)","9680","","1"
Pi 3,"pi3b (Pi3 spherical build)","9681","","1"
Pi 3,"pi3b (Pi3 spherical build)","9682","","1"
Pi 3,"pi3b (Pi3 spherical build)","9683","","1"
Pi 3,"pi3b (Pi3 spherical build)","9684","","1"
Pi 3,"pi3b (Pi3 spherical build)","9685","","1"
Pi 3,"pi3b (Pi3 spherical build)","9686","","1"
Pi 3,"pi3b (Pi3 spherical build)","9687","","1"
Pi 3,"pi3b (Pi3 spherical build)","9688","","1"
Pi 3,"pi3b (Pi3 spherical build)","9689","","1"
Pi 3,"pi3b (Pi3 spherical build)","9690","","1"
Pi 3,"pi3b (Pi3 spherical build)","9691","","1"
Pi 3,"pi3b (Pi3 spherical build)","9692","","1"
Pi 3,"pi3b (Pi3 spherical build)","9693","","1"
Pi 3,"pi3b (Pi3 spherical build)","9694","","1"
Pi 3,"pi3b (Pi3 spherical build)","9695","","1"
Pi 3,"pi3b (Pi3 spherical build)","9696","","1"
